Consent,Pre_Perc_1,Pre_Cert,C1,Post_Perc_1,Post_Cert,Check,Check_4_TEXT,See,Pet_Agree,Pet_Conv,Pie_Agree,Pie_Conv,Age,Gender,Party,Educ,Occ,Live,ConditionOne,ConditionTwo,ConditionThree,ConditionFour,ConditionFive
1,80,2, ,70,1,4,I am paying attention.,2,3,4, , ,2,1,1,1,2,1, , ,1, , 
1,99,5, ,90,4,4,I am paying attention.,1, , ,7,7,2,1,1,3,2,1, ,1, , , 
1,91,2, ,97,2,4,I am paying attention,4,5,5,2,2,4,1,3,3,2,1, , , , ,1
1,73,5, ,75,6,4,i am paying attention,2,5,6, , ,1,2,3,1,2,1, , ,1, , 
1,85,5, ,90,5,4,I am paying attention.,1, , ,7,6,2,1,1,2,2,1, ,1, , , 
1,90,5,8,90,5,4,I am paying attention.,5, , , , ,2,1,2,2,2,1,1, , , , 
1,92,6,8,92,6,4,I am paying attention.,5, , , , ,2,1,1,2,2,1,1, , , , 
1,63,4, ,34,2,4,I am paying attention.,2,4,5, , ,3,2,4,4,2,1, , ,1, , 
1,98,6, ,97,6,4,I am paying attention.,4,4,3,6,6,2,1,1,2,2,1, , , ,1, 
1,99,6, ,97,4,4,I am paying attention.,1, , ,4,4,2,1,3,2,2,1, ,1, , , 
1,98,6, ,97,6,4,I am paying attention,4,4,6,7,6,2,1,3,1,2,1, , , ,1, 
1,95,4, ,95,6,4,I am paying attention,1, , ,4,4,1,1,1,2,2,1, ,1, , , 
1,81,2, ,75,1,4,I am paying attention.,2,4,4, , ,2,1,3,2,2,1, , ,1, , 
1,70,5, ,97,7,4,I am paying attention,4,7,7,6,7,2,2,2,1,2,1, , , , ,1
1,97,5,8,87,2,4,I am paying attention.,5, , , , ,3,1,1,3,2,1,1, , , , 
1,90,5, ,97,6,4,"""I am paying attention.",2,1,2, , ,2,1,1,2,2,1, , , , ,1
1,95,6,8,95,6,4,I am paying attention,5, , , , ,1,1,1,2,2,1,1, , , , 
1,80,3, ,85,5,4,I am paying attention.,2,6,6, , ,2,2,3,2,2,1, , ,1, , 
1,90,6, ,97,6,4,I am paying attention.,1, , ,5,5,2,1,1,2,2,1, ,1, , , 
1,81,5, ,97,6,4,I am paying attention.,1, , ,5,5,2,1,2,2,2,1, ,1, , , 
1,85,5, ,97,6,4,I am paying attention.,4,5,6,5,7,3,2,1,2,2,1, , , ,1, 
1,99,6, ,97,7,4,I am paying attention.,4,4,1,7,7,2,1,1,3,2,1, , , ,1, 
1,80,4, ,97,5,4,I am paying attention.,2,4,4, , ,2,1,4,1,2,1, , , , ,1
1,95,6,8,95,6,4,I am paying attention,5, , , , ,2,1,3,2,2,1,1, , , , 
1,79,2, ,96,6,4,I am paying attention.,4,3,3,6,5,2,2,1,2,2,1, , , , ,1
1,72,5,8,71,5,4,I am paying attention.,5, , , , ,2,1,1,1,2,1,1, , , , 
1,69,5, ,30,5,4,I am paying attention,2,3,4, , ,2,2,1,2,2,1, , ,1, , 
1,67,3, ,97,7,4,I am paying attention.,1, , ,6,7,2,2,3,2,2,1, ,1, , , 
1,85,5,8,90,5,4,I am paying attention,5, , , , ,2,1,1,2,2,1,1, , , , 
1,90,5, ,97,7,4,I am paying attention.,4,7,7,7,7,3,2,1,2,2,1, , , ,1, 
1,80,1, ,97,6,4,I am paying attention.,4,6,6,6,6,3,2,1,2,2,1, , , ,1, 
1,95,6, ,97,7,4,I am paying attention.,4,3,5,7,6,2,2,1,2,2,1, , , , ,1
1,97,6, ,97,6,4,I am paying attention.,2,4,1, , ,2,1,3,2,2,1, , ,1, , 
1,87,5, ,94,6,4,I am paying attention,1, , ,7,7,3,2,2,2,2,1, ,1, , , 
1,79,6, ,86,6,4,I am paying attention.,1, , ,5,5,2,1,2,2,2,1, , , , ,1
1,97,7, ,97,7,4,I am paying attention,4,1,1,7,1,3,2,1,1,2,1, , , ,1, 
1,80,5, ,97,7,4,I am paying attention,4,2,5,7,7,3,2,3,1,2,1, , , , ,1
1,94,5, ,94,5,4,I am paying attention.,2,4,4, , ,2,1,3,1,2,1, , ,1, , 
1,15,5,8,15,5,4,I am paying attention.,5, , , , ,2,2,2,2,2,1,1, , , , 
1,81,1, ,78,2,4,I am paying attention,1, , ,1,2,2,2,1,2,2,1, ,1, , , 
1,98,7, ,97,7,4,I am paying attention,4,2,1,7,6,2,1,2,3,2,1, , , , ,1
1,79,5, ,37,3,4,I am paying attention,2,4,5, , ,2,2,3,1,2,1, , ,1, , 
1,99,7, ,99,7,4,I am paying attention,4,7,5,7,6,2,2,1,3,2,1, , , ,1, 
1,80,5, ,97,5,4,I am paying attention,1, , ,6,6,2,2,3,2,2,1, ,1, , , 
1,88,5,8,85,5,4,I am paying attention.,5, , , , ,3,1,2,2,2,1,1, , , , 
1,56,5, ,88,6,4,I am paying attention,4,4,4,3,5,2,1,1,2,2,1, , , ,1, 
1,99,7,8,99,7,4,I am paying attention.,5, , , , ,2,2,1,2,2,1,1, , , , 
1,87,6, ,80,5,4,I am paying attention.,2,6,6, , ,1,1,3,1,2,1, , ,1, , 
1,86,7, ,86,6,4,I am paying attention.,2,7,6, , ,1,2,3,2,2,1, , ,1, , 
1,80,6, ,97,7,4,I am paying attention.,4,7,7,7,7,2,2,3,2,2,1, , , , ,1
1,95,7, ,97,7,4,I am paying attention,1, , ,7,7,2,1,1,3,2,1, ,1, , , 
1,97,5, ,97,5,4,I am paying attention.,1, , ,6,6,2,1,1,1,2,1, ,1, , , 
1,90,5, ,97,7,4,I am paying attention.,4,7,7,7,7,2,2,1,2,2,1, , , ,1, 
1,90,7,8,85,7,4,I am paying attention.,5, , , , ,2,2,1,3,2,1,1, , , , 
1,90,5, ,90,5,4,I am paying attention.,2,1,1, , ,1,1,3,2,2,1, , ,1, , 
1,92,7, ,96,7,4,I am paying attention,4,1,1,7,7,2,1,2,2,2,1, , , , ,1
1,97,7, ,97,7,4,I am paying attention.,4,7,6,7,7,2,2,1,2,2,1, , , ,1, 
1,92,7, ,97,7,4,I am paying attention,4,7,7,7,7,3,2,2,2,2,1, , , , ,1
1,98,4, ,98,4,4,I am paying attention.,3, , , , ,2,1,3,1,2,1, , ,1, , 
1,99,7, ,97,7,4,I am paying attention,1, , ,7,5,1,1,2,2,2,1, ,1, , , 
1,99,7,8,99,7,4,I am paying attention.,5, , , , ,2,1,1,2,2,1,1, , , , 
1,93,7, ,97,7,4,I am paying attention.,1, , ,6,7,2,2,1, ,2,1, ,1, , , 
1,84,1, ,62,2,4,i am paying attention,2,2,4, , ,2,2,1,1,2,1, , ,1, , 
1,86,7,8,90,7,4,I am paying attention,5, , , , ,1,1,1,2,2,1,1, , , , 
1,90,6, ,95,7,4,I am paying attention.,4,7,7,6,7,1,1,2,2,2,1, , , ,1, 
1,68,5, ,97,7,4,I am paying attention.,4,1,1,6,6,2,1,3,2,2,1, , , , ,1
1,95,7, ,97,7,4,I am paying attention,4,4,2,7,4,2,2,1,2,2,1, , , ,1, 
1,61,5, ,60,5,4,I am paying attention.,2,4,5, , ,2,1,3,3,2,1, , ,1, , 
1,76,6, ,97,7,4,I am paying attention,1, , ,7,6,1,2,1,1,2,1, ,1, , , 
1,93,6,8,93,6,4,I am paying attention,5, , , , ,1,1,1,3,2,1,1, , , , 
1,80,5,8,81,5,4,I am paying attention.,5, , , , ,3,1,1,1,2,1,1, , , , 
1,92,5, ,97,7,4,I am paying attention.,4,4,4,6,6,2,2,2,2,2,1, , , , ,1
1,43,3, ,41,3,4,I am paying attention,2,3,2, , ,2,1,2,2,2,1, , ,1, , 
1,73,3, ,97,5,4,I am paying attention.,4,5,4,2,2,2,2,3,2,2,1, , , , ,1
1,99,6, ,97,7,4,I am paying attention.,4,1,1,7,6,2,1,1,1,2,1, , , ,1, 
1,90,6, ,97,7,4,I am paying attention.,1, , ,7,7,2,2,3,3,2,1, ,1, , , 
1,93,7, ,95,6,4,I am paying attention.,2,6,7, , ,2,1,1,2,2,1, , ,1, , 
1,94,5,8,94,6,4,I am paying attention,5, , , , ,2,2,1,2,2,1,1, , , , 
1,95,4, ,97,5,4,I am paying attention.,1, , ,5,5,2,1,1,2,2,1, ,1, , , 
1,85,3, ,97,7,4,I am paying attention,4,4,3,5,6,2,2,2,2,2,1, , , ,1, 
1,98,7, ,97,7,4,I am paying attention,4,4,1,7,4,2,1,1,2,2,1, , , , ,1
1,97,7,8,97,7,4,I am paying attention.,5, , , , ,2,1,1,1,2,1,1, , , , 
1,90,7, ,94,5,4,I am paying attention,4,3,4,7,7,2,1,1,1,2,1, , , ,1, 
1,100,7, ,100,7,4,I am paying attention.,2,7,6, , ,1,1,3,2,2,1, , ,1, , 
1,95,5, ,97,7,4,I am paying attention,1, , ,6,6,2,1,3,3,2,1, ,1, , , 
1,78,7, ,97,7,4,i am paying attention,1, , ,6,7,1,2,1,1,2,1, ,1, , , 
1,99,5,8,99,5,4,I am paying attention.,5, , , , ,2,2,1,2,2,1,1, , , , 
1,53,4, ,93,3,4,I am paying attention.,2,3,2, , ,4,1,3,2,2,1, , , , ,1
1,75,4, ,91,5,4,I am paying attention,2,7,6, , ,2,1,1,2,2,1, , ,1, , 
1,62,5, ,31,4,4,I am paying attention,4,3,2,6,3,3,1,1,2,2,1, , , ,1, 
1,99,5, ,99,5,4,I am paying attention.,2,1,2, , ,2,1,2,2,2,1, , ,1, , 
1,98,6,8,98,6,4,i am paying attention,5, , , , ,1,1,1,2,2,1,1, , , , 
1,75,5, ,97,7,4,I am paying attention.,4,7,6,7,6,1,1,1,2,2,1, , , , ,1
1,95,5, ,97,6,4,I am paying attention.,1, , ,6,6,2,1,1,2,2,1, ,1, , , 
1,81,6, ,97,7,4,I am paying attention.,4,6,7,6,6,4,2,1,2,2,1, , , ,1, 
1,91,3, ,80,4,4,I am paying attention,2,5,6, , ,2,2,1,2,2,1, , ,1, , 
1,90,5, ,97,7,4,I am paying attention.,1, , ,7,4,2,3,3,5,2,1, , , , ,1
1,82,5, ,97,7,4,I am paying attention,1, , ,7,7,2,1,3,4,2,1, ,1, , , 
1,52,5,8,60,6,4,I am paying attention.,5, , , , ,2,1,3,2,2,1,1, , , , 
1,90,5, ,97,6,4,I am paying attention.,4,6,3,5,5,2,1,2,2,2,1, , , ,1, 
1,90,5, ,97,7,4,I am paying attention.,4,7,7,6,6,2,1,1,2,2,1, , , ,1, 
1,87,5, ,97,7,4,I am paying attention,1, , ,7,6,2,2,1,1,2,1, ,1, , , 
1,98,5,8,98,5,4,I am paying attention.,5, , , , ,2,2,1,2,2,1,1, , , , 
1,96,6, ,97,7,4,I am paying attention.,1, , ,7,7,2,2,1,2,2,1, ,1, , , 
1,60,4, ,11,5,4,I am paying attention.,2,4,4, , ,3,2,3,1,2,1, , ,1, , 
1,60,3, ,97,4,4,I am paying attention,4,1,1,7,7,2,1,3,1,2,1, , , , ,1
1,95,6, ,95,6,4,I am paying attention,4,7,6,7,6,1,1,1,2,2,1, , , , ,1
1,89,5,8,88,5,4,I am paying attention.,5, , , , ,3,2,3,2,2,1,1, , , , 
1,91,5, ,66,6,4,I am paying attention.,2,4,5, , ,2,1,1,2,2,1, , ,1, , 
1,62,3, ,13,4,4,I am paying attention,2,4,3, , ,2,1,2,2,2,1, , ,1, , 
1,95,6, ,95,6,4,I am paying attention.,4,3,5,6,4,2,1,3,4,2,1, , , ,1, 
1,36,2, ,97,1,4,I am paying attention.,1, , ,1,1,4,2,3,1,2,1, ,1, , , 
1,71,2, ,97,6,4,I am paying attention.,4,7,6,3,6,3,1,3,3,2,1, , , ,1, 
1,40,1,8,40,1,4,I am paying attention.,5, , , , ,2,2,3,5,2,1,1, , , , 
1,50,6, ,50,7,4,I am paying attention,4,1,1,1,1,2,1,2,2,2,1, , , , ,1
1,97,6, ,97,7,4,I am paying attention.,4,1,5,7,5,3,1,1,2,2,1, , , ,1, 
1,98,6, ,98,6,4,I am paying attention.,2,6,6, , ,4,2,1,2,2,1, , ,1, , 
1,80,5, ,97,7,4,I am paying attention,4,6,6,6,6,3,1,2,1,2,1, , , , ,1
1,97,5,8,97,5,4,I am paying attention.,5, , , , ,2,1,1,2,2,1,1, , , , 
1,100,7, ,99,7,4,I am paying attention.,1, , ,7,7,2,1,1,2,2,1, ,1, , , 
1,70,5,8,70,5,4,I am paying attention.,5, , , , ,2,1,1,1,2,1,1, , , , 
1,97,6, ,92,5,4,I am paying attention.,2,3,1, , ,2,2,1,2,2,1, , ,1, , 
1,90,6, ,97,6,4,I am paying attention.,4,2,2,7,7,4,1,1,2,2,1, , , ,1, 
1,99,5, ,97,6,4,I am paying attention,1, , ,6,6,2,1,1,1,2,1, ,1, , , 
1,95,5, ,97,7,4,I am paying attention.,4,1,1,7,7,3,1,3,2,2,1, , , , ,1
1,98,7,8,99,7,4,I am paying attention.,5, , , , ,1,1,2,2,2,1,1, , , , 
1,60,5,8,60,5,4,I am paying attention,5, , , , ,4,1,3,2,2,1,1, , , , 
1,80,5, ,92,5,4,I am paying attention.,1, , ,6,6,2,1,1,2,2,1, ,1, , , 
1,90,5, ,90,5,4,I am paying attention,2,6,6, , ,2,1,1,2,2,1, , ,1, , 
1,40,1, ,97,7,4,I am paying attention.,4,5,6,4,5,2,1,3,2,2,1, , , ,1, 
1,71,2, ,97,6,4,I am paying attention.,4,1,2,7,6,2,2,1,1,2,1, , , , ,1
1,98,6, ,97,7,4,I am paying attention.,4,4,4,7,7,2,1,1,2,2,1, , , , ,1
1,95,5, ,90,5,4,I am paying attention.,2,1,2, , ,2,1,1,2,2,1, , ,1, , 
1,65,5, ,97,6,4,I am paying attention,1, , ,3,4,2,1,2,2,2,1, ,1, , , 
1,70,4, ,97,5,4,I am paying attention,4,5,6,6,7,2,2,2,1,2,1, , , ,1, 
1,97,6,8,97,6,4,I am paying attention.,5, , , , ,2,2,1,1,2,1,1, , , , 
1,80,5, ,70,6,4,I am paying attention,2,5,5, , ,2,1,1,2,2,1, , ,1, , 
1,80,5, ,97,7,4,I am paying attention,4,6,6,6,5,3,1,2,3,2,1, , , ,1, 
1,98,5, ,97,6,4,I am paying attention.,4,3,1,6,7,3,2,1,1,2,1, , , , ,1
1,93,7, ,97,7,4,I am paying attention.,1, , ,7,5,2,1,3,2,2,1, ,1, , , 
1,70,5, ,96,5,4,I am paying attention,4,2,2,2,2,2,2,3, ,2,1, , , ,1, 
1,51,5,8,51,5,4,I am paying attention.,5, , , , ,1,2,3,2,2,1,1, , , , 
1,96,5, ,96,5,4,I am paying attention.,2,1,1, , ,2,2,1,2,2,1, , ,1, , 
1,65,2, ,97,5,4,I am paying attention.,1, , ,2,1,2,2,4,2,2,1, ,1, , , 
1,81,5, ,97,6,4,I am paying attention,4,3,3,6,7,2,1,3,5,2,1, , , , ,1
1,95,7, ,95,7,4,I am paying attention.,2,7,7, , ,2,1,1,2,2,1, , ,1, , 
1,81,1, ,97,7,4,I am paying attention.,4,6,6,5,6,2,1,1,1,2,1, , , , ,1
1,95,5,8,95,5,4,I am paying attention.,3, , , , ,2,1,1,1,2,1,1, , , , 
1,85,5, ,91,6,4,I am paying attention,4,4,5,4,6,2,2,3,1,2,1, , , ,1, 
1,87,4, ,97,5,4,I am paying attention,1, , ,5,4,2,1,1,1,2,1, ,1, , , 
1,80,5, ,97,6,4,I am paying attention.,1, , ,6,6,2,1,3,2,2,1, ,1, , , 
1,100,3, ,97,4,4,I am paying attention.,4,4,2,5,4,2,2,1,2,2,1, , , , ,1
1,90,5,8,85,5,4,I am paying attention,5, , , , ,2,2,1,2,2,1,1, , , , 
1,70,6, ,33,3,4,I am paying attention,4,3,3,7,7,2,2,2,2,2,1, , , ,1, 
1,95,6, ,95,6,4,I am paying attention,2,6,5, , ,2,1,2,3,2,1, , ,1, , 
1,90,5, ,96,5,4,I am paying attention.,2,6,7, , ,1,2,1,2,2,1, , ,1, , 
1,90,5, ,97,6,4,I am paying attention.,1, , ,6,6,2,1,2,3,2,1, ,1, , , 
1,90,6, ,97,7,4,I am paying attention.,4,7,6,7,4,2,2,1,3,2,1, , , ,1, 
1,99,6,8,99,6,4,I am paying attention.,5, , , , ,3,2,3,2,2,1,1, , , , 
1,89,4, ,97,6,4,I am paying attention,4,4,4,5,4,2,1,2,2,2,1, , , , ,1
1,81,2, ,74,2,4,I am paying attention.,1, , ,5,2,2,2,2,2,2,1, ,1, , , 
1,31,1,8,31,1,4,I am paying attention,5, , , , ,2,1,1,2,2,1,1, , , , 
1,90,6, ,97,6,4,I am paying attention,4,3,1,6,3,2,1,3,2,2,1, , , ,1, 
1,90,6, ,96,6,4,I am paying attention.,4,6,6,6,6,3,2,1,1,2,1, , , , ,1
1,50,4, ,50,4,4,I am paying attention.,2,4,4, , ,2,1,3,2,2,1, , ,1, , 
1,71,1, ,97,4,4,I am paying attention.,1, , ,4,5,2,1,2,2,2,1, ,1, , , 
1,95,6, ,90,6,4,I am paying attention,2,2,2, , ,1,1,1,2,2,1, , ,1, , 
1,98,7, ,97,7,4,I am paying attention,4,2,1,7,3,2,1,3,1,2,1, , , , ,1
1,61,5, ,73,5,4,I am paying attention.,4,6,5,4,5,2,1,2,3,2,1, , , ,1, 
1,40,2,8,40,2,4,I am paying attention.,5, , , , ,2,1,1,2,2,1,1, , , , 
1,97,6, ,97,6,4,I am paying attention.,2,1,1, , ,3,1,1,1,2,1, , ,1, , 
1,80,5, ,97,7,4,I am paying attention.,4,4,5,6,6,1,2,1,2,2,1, , , ,1, 
1,98,7, ,97,7,4,I am paying attention.,4,1,2,7,7,2,1,1,1,2,1, , , , ,1
1,92,6,8,98,6,4,I am paying attention,5, , , , ,2,1,3,2,2,1,1, , , , 
1,69,6, ,90,7,4,I am paying attention.,1, , ,6,6,2,1,1,2,2,1, ,1, , , 
1,77,4, ,97,7,4,I am paying attention.,2,4,7, , ,3,2,1,3,2,1, , , , ,1
1,72,3, ,27,2,4,I am paying attention.,2,2,2, , ,2,2,2,1,2,1, , ,1, , 
1,100,6, ,97,7,4,I am paying attention.,1, , ,7,7,2,2,2,1,2,1, ,1, , , 
1,95,6,8,94,6,4,I am paying attention.,5, , , , ,2,1,3,1,2,1,1, , , , 
1,97,7, ,97,7,4,I am paying attention.,4,1,1,7,7,2,1,3,3,2,1, , , ,1, 
1,100,7, ,100,7,4,I am paying attention,1, , ,7,4,2,2,3,2,2,1, ,1, , , 
1,85,5, ,85,6,4,I am paying attention.,2,6,6, , ,2,1,1,3,2,1, , ,1, , 
1,81,5,8,76,4,4,I am paying attention,5, , , , ,3,2,1,2,2,1,1, , , , 
1,69,6, ,97,6,4,I am paying attention.,4,4,6,5,4,1,2,1,2,2,1, , , ,1, 
1,97,6, ,97,6,4,I am paying attention.,4,3,1,6,4,1,2,1,1,2,1, , , , ,1
1,90,5, ,97,6,4,I am paying attention.,4,2,3,6,6,2,1,3,1,2,1, , , ,1, 
1,96,5, ,100,6,4,I am paying attention,5, , , , ,2,2,1,1,2,1, ,1, , , 
1,90,5, ,97,7,4,I am paying attention.,4,4,2,7,4,2,1,1,2,2,1, , , , ,1
1,75,4, ,75,4,4,I am paying attention,2,3,2, , ,4,1,3,1,2,1, , ,1, , 
1,99,6,8,98,6,4,I am paying attention,5, , , , ,2,1,1,3,2,1,1, , , , 
1,71,4, ,97,6,4,I am paying attention,4,4,6,4,6,2,2,3,2,2,1, , , , ,1
1,97,7, ,71,5,4,I am paying attention,1, , ,7,7,2,2,2,2,2,1, ,1, , , 
1,66,5,9,66,5,4,I am paying attention,5, , , , ,3,1,2,1,2,1,1, , , , 
1,59,6, ,60,6,4,I am paying attention.,4,3,2,1,2,2,1,1,2,2,1, , , ,1, 
1,92,3, ,92,1,4,I am paying attention,2,3,4, , ,2,1,2,2,2,1, , ,1, , 
1,90,5, ,97,6,4,I am paying attention.,1, , ,6,4,2,1,3,2,2,1, ,1, , , 
1,40,2, ,97,6,4,I am paying attention,1, , ,2,6,2,2,3,1,2,1, , , , ,1
1,96,5,8,97,5,4,I am paying attention.,5, , , , ,2,2,1,3,2,1,1, , , , 
1,90,6, ,97,7,4,I am paying attention,4,5,5,7,6,2,1,2,4,2,1, , , ,1, 
1,90,3, ,90,3,4,I am paying attention,2,1,5, , ,2,1,1,2,2,1, , ,1, , 
1,74,3, ,97,7,4,I am paying attention,4,6,6,6,6,2,2,3,2,2,1, , , ,1, 
1,75,3, ,97,6,4,I am paying attention.,1, , ,5,4,2,1,3,2,2,1, ,1, , , 
1,90,6, ,1,6,4,I am paying attention,1, , ,6,6,3,1,1,2,2,1, , , , ,1
1,72,5, ,82,6,4,I am paying attention,2,6,7, , ,3,2,3,2,2,1, , ,1, , 
1,81,5,8,80,4,4,I am paying attention,5, , , , ,3,1,2,2,2,1,1, , , , 
