Consent,Pre_Perc_1,Pre_Cert,C1,Post_Perc_1,Post_Cert,Check,Check_4_TEXT,See,Pet_Agree,Pet_Conv,Pie_Agree,Pie_Conv,Age,Gender,Party,Educ,Occ,Live,ConditionOne,ConditionTwo,ConditionThree,ConditionFour,ConditionFive
1,98,6, ,97,7,4,I am paying attention.,4,5,5,7,7,2,1,1,2,2,1, , , ,1, 
1,80,5, ,97,5,4,I am paying attention,1, , ,2,5,3,2,2,3,2,1, ,1, , , 
1,99,7, ,97,7,4,I am paying attention.,4,1,1,7,1,2,1,3,3,2,1, , , , ,1
1,97,6, ,97,6,4,I am paying attention.,2,1,1, , ,3,1,2,2,2,1, , ,1, , 
1,96,4,8,89,6,4,I am paying attention.,5, , , , ,2,1,1,1,2,1,1, , , , 
1,82,5,8,61,5,4,I am paying attention.,1, , ,5,5,3,2,2,3,2,1,1, , , , 
1,98,5, ,97,6,4,I am paying attention.,1, , ,7,7,2,2,1,2,2,1, ,1, , , 
1,95,6, ,98,6,4,I am paying attention.,4,7,7,7,7,3,1,1,2,2,1, , , ,1, 
1,95,5, ,90,4,4,I am paying attention.,2,4,2, , ,2,1,1,2,2,1, , ,1, , 
1,60,3, ,97,3,4,I am paying attention,4,3,3,5,3,2,1,3,2,2,1, , , ,1, 
1,67,4, ,86,3,4,I am paying attention.,4,2,3,3,5,2,2,1,1,2,1, , , , ,1
1,99,6,8,99,6,4,I am paying attention.,5, , , , ,2,2,1,2,2,1,1, , , , 
1,82,5, ,97,7,4,I am paying attention,1, , ,6,5,2,2,1,1,2,1, ,1, , , 
1,94,6, ,94,6,4,I am paying attention.,2,7,7, , ,2,1,3,1,2,1, , ,1, , 
1,68,3, ,94,5,4,I am paying attention.,4,6,5,4,5,2,1,3,2,2,1, , , ,1, 
1,82,5, ,84,5,4,I am paying attention.,2,2,3, , ,1,2,1,2,2,1, , ,1, , 
1,85,1,8,85,1,4,I am paying attention.,5, , , , ,2,2,3,1,2,1,1, , , , 
1,64,3, ,97,4,4,I am paying attention.,2,4,4, , ,2,2,1,2,2,1, , , , ,1
1,83,6, ,96,6,4,"I am paying attention.""",1, , ,6,5,4,1,3,1,2,1, ,1, , , 
1,17,1, ,30,1,4,I am paying attention,2,4,4, , ,2,2,1,1,2,1, , ,1, , 
1,81,3, ,97,6,4,I am paying attention.,4,2,2,6,6,2,2,1,2,2,1, , , ,1, 
1,96,6, ,97,7,4,I am paying attention.,4,6,5,7,7,3,1,3,2,2,1, , , , ,1
1,80,5, ,97,5,4,I am paying attention.,1, , ,6,4,2,2,3,3,2,1, ,1, , , 
1,89,6,8,88,6,4,I am paying attention.,5, , , , ,2,1,1,2,2,1,1, , , , 
1,85,6, ,97,7,4,I am paying attention,4,1,1,7,7,2,2,2,1,2,1, , , , ,1
1,90,5, ,97,6,4,I am paying attention,1, , ,7,7,3,2,1,3,2,1, ,1, , , 
1,30,2, ,30,2,4,I am paying attention,2,6,6, , ,2,1,3,2,2,1, , ,1, , 
1,99,6, ,99,6,4,I am paying attention.,2,1,2, , ,2,1,1,2,2,1, , ,1, , 
1,99,6, ,97,4,4,I am paying attention,4,4,3,4,5,3,2,1,3,2,1, , , ,1, 
1,75,5, ,87,5,4,I am paying attention.,4,5,5,5,6,3,2,2,2,2,1, , , ,1, 
1,57,5, ,78,5,4,I am paying attention,1, , ,5,5,2,2,1,2,2,1, ,1, , , 
1,71,5,8,61,3,4,I am paying attention,5, , , , ,2,2,1,2,2,1,1, , , , 
1,86,4, ,97,7,4,I am paying attention.,4,4,4,6,4,3,2,1,1,2,1, , , , ,1
1,90,5, ,97,6,4,I am paying attention,4,1,2,6,6,2,1,1,2,2,1, , , , ,1
1,80,5,8,75,5,4,I am paying attention.,5, , , , ,2,2,1,2,2,1,1, , , , 
1,89,5, ,57,4,4,I am paying attention,5, , , , ,2,1,1,2,2,1, , ,1, , 
1,89,3, ,97,6,4,I am paying attention.,2,1,2, , ,2,1,1,2,2,1, , , , ,1
1,92,5, ,97,7,4,I am paying attention.,1, , ,5,5,2,2,3,2,2,1, ,1, , , 
1,60,2, ,97,6,4,I am paying attention,4,5,5,5,5,2,2,1,1,2,1, , , ,1, 
1,94,5, ,93,5,4,I am paying attention,1, , ,7,4,3,2,2,1,2,1, ,1, , , 
1,66,2, ,62,2,4,I am paying attention,2,5,4, , ,2,2,1,2,2,1, , ,1, , 
1,76,6,8,80,6,4,"I am paying attention.""",5, , , , ,3,1,3,2,2,1,1, , , , 
1,56,2,8,55,2,4,I am paying attention,5, , , , ,3,1,1,2,2,1,1, , , , 
1,100,6, ,100,6,4,I am paying attention.,4,7,6,6,2,3,1,2,4,2,1, , , ,1, 
1,95,5, ,97,6,4,I am paying attention,1, , ,6,6,2,1,2,2,2,1, , , , ,1
1,90,2, ,95,2,4,I am paying attention.,4,3,4,5,4,2,2,1,2,2,1, , , ,1, 
1,87,5, ,97,6,4,I am paying attention.,1, , ,6,5,2,2,1,2,2,1, ,1, , , 
1,85,5, ,97,7,4,I am paying attention.,4,3,3,6,7,2,1,2,1,2,1, , , , ,1
1,97,6, ,97,5,4,I am paying attention,2,6,6, , ,2,1,1,2,2,1, , ,1, , 
1,91,5, ,85,4,4,I am paying attention,2,1,1, , ,3,2,1,2,2,1, , ,1, , 
1,98,5, ,97,6,4,I am paying attention.,4,6,7,6,7,2,1,2,2,2,1, , , ,1, 
1,95,7, ,97,7,4,I am paying attention.,1, , ,7,7,3,1,1,1,2,1, ,1, , , 
1,74,4,8,66,4,4,I am paying attention.,5, , , , ,2,1,3,3,2,1,1, , , , 
1,70,4, ,97,7,4,I am paying attention.,1, , ,5,6,2,2,1,4,2,1, ,1, , , 
1,73,5,8,71,5,4,I am paying attention.,5, , , , ,2,3,3,2,2,1,1, , , , 
1,90,5, ,97,6,4,I am paying attention.,2,1,1, , ,2,2,3,4,2,1, , , , ,1
1,90,4, ,80,5,4,I am paying attention.,2,2,2, , ,1,2,1,2,2,1, , ,1, , 
1,99,7, ,97,7,4,I am paying attention,4,1,1,5,7,4,2,1,2,2,1, , , ,1, 
1,90,5, ,96,4,4,I am paying attention.,4,5,5,4,6,2,1,1,2,2,1, , , , ,1
1,99,7, ,99,7,4,I am paying attention.,2,1,1, , ,2,1,3,2,2,1, , ,1, , 
1,92,6, ,83,5,4,I am paying attention,4,4,4,6,6,2,1,1,3,2,1, , , ,1, 
1,99,6, ,97,7,4,I am paying attention,1, , ,7,7,2,1,1,2,2,1, ,1, , , 
1,70,4,8,70,4,4,I am paying attention,5, , , , ,2,1,3,2,2,1,1, , , , 
1,97,7, ,97,7,4,I am paying attention.,4,1,1,7,7,3,1,3,1,2,1, , , , ,1
1,80,5,8,80,5,4,I am paying attention.,5, , , , ,2,1,2,2,2,1,1, , , , 
1,96,5, ,97,7,4,I am paying attention,4,6,6,5,5,3,1,3,1,2,1, , , , ,1
1,88,5, ,97,7,4,I am paying attention.,1, , ,5,4,2,2,3,2,2,1, ,1, , , 
1,85,3, ,80,3,4,I am paying attention.,2,6,6, , ,2,2,1,2,2,1, , ,1, , 
1,93,5,8,75,5,4,I am paying attention,5, , , , ,1,1,3,2,2,1,1, , , , 
1,70,5, ,82,5,4,I am paying attention.,4,6,5,5,4,1,1,1,1,2,1, , , , ,1
1,95,7, ,97,7,4,I am paying attention.,4,2,1,7,5,2,2,1,2,2,1, , , ,1, 
1,70,2, ,97,7,4,I am paying attention.,4,4,7,6,7,2,2,3,2,2,1, , , ,1, 
1,96,5, ,97,5,4,I am paying attention.,1, , ,5,4,3,2,1,2,2,1, ,1, , , 
1,95,6, ,95,6,4,I am paying attention.,2,7,7, , ,2,1,3,2,2,1, , ,1, , 
1,65,4,8,79,5,4,I am paying attention,5, , , , ,2,2,2,2,2,1,1, , , , 
1,26,4, ,77,7,4,I am paying attention,4,4,2,3,5,1,2,1,2,2,1, , , , ,1
1,91,5, ,93,5,4,I am paying attention.,1, , ,5,4,2,1,3,2,2,1, ,1, , , 
1,75,2, ,97,6,4,I am paying attention.,4,5,5,5,5,2,2,2,1,2,1, , , ,1, 
1,97,6,8,95,6,4,I am paying attention,5, , , , ,2,1,3,4,2,1,1, , , , 
1,65,1, ,45,3,4,I am paying attention.,2,5,6, , ,2,2,1,1,2,1, , ,1, , 
1,98,7, ,97,5,4,I am paying attention.,4,7,7,7,7,3,1,1,3,2,1, , , ,1, 
1,100,7, ,97,7,4,I am paying attention.,2,4,4, , ,2,2,1,3,2,1, , , , ,1
1,94,7, ,97,7,4,I am paying attention.,1, , ,7,7,4,2,1,4,2,1, ,1, , , 
1,20,5, ,20,5,4,I am paying attention.,2,6,7, , ,4,1,3, ,2,1, , ,1, , 
1,92,6, ,97,6,4,I am paying attention.,4,1,2,7,7,2,2,1,2,2,1, , , , ,1
1,91,5,8,84,4,4,I am paying attention.,1, , ,6,4,2,1,1,2,2,1,1, , , , 
1,99,7, ,97,7,4,I am paying attention,1, , ,6,7,4,2,1,3,2,1, ,1, , , 
1,93,6, ,93,6,4,I am paying attention.,4,1,1,6,6,3,1,1,2,2,1, , , ,1, 
1,80,6, ,95,7,4,I am paying attention.,4,7,7,6,7,2,1,3,2,2,1, , , , ,1
1,50,5, ,97,6,4,I am paying attention,4,4,4,4,4,2,1,2,2,2,1, , , ,1, 
1,74,5, ,97,7,4,I am paying attention.,1, , ,7,7,2,2,2,2,2,1, ,1, , , 
1,96,5,8,95,5,4,I am paying attention.,5, , , , ,2,1,1,3,2,1,1, , , , 
1,95,6, ,99,6,4,I am paying attention,2,6,5, , ,1,1,2,1,2,1, , ,1, , 
1,75,4,8,74,4,4,I am paying attention,5, , , , ,2,1,1,2,2,1,1, , , , 
1,95,3, ,97,4,4,I am paying attention,4,5,5,6,5,2,1,1,4,2,1, , , ,1, 
1,99,5, ,97,7,4,I am paying attention.,1, , ,7,7,3,2,1,2,2,1, ,1, , , 
1,98,5, ,97,6,4,I am paying attention.,4,4,5,6,6,2,2,1,1,2,1, , , , ,1
1,86,6, ,81,6,4,I am paying attention,2,6,6, , ,2,2,2,2,2,1, , ,1, , 
1,39,2, ,34,2,4,I am paying attention,2,1,1, , ,2,2,2,2,2,1, , ,1, , 
1,94,6, ,95,5,4,I am paying attention.,1, , ,6,6,3,1,1,4,2,1, ,1, , , 
1,72,3, ,97,4,4,I am paying attention.,4,4,4,4,4,3,2,2,3,2,1, , , ,1, 
1,95,5, ,97,6,4,I am paying attention,4,2,6,6,6,2,2,3,4,2,1, , , , ,1
1,91,6,8,88,6,4,I am paying attention,5, , , , ,2,1,4,2,2,1,1, , , , 
1,98,5, ,97,6,4,I am paying attention.,2,1,1, , ,2,1,1,1,2,1, , ,1, , 
1,55,1, ,97,5,4,I am paying attention.,1, , ,5,5,2,2,2,2,2,1, ,1, , , 
1,60,1, ,97,7,4,I am paying attention,4,4,7,4,7,2,2,3,1,2,1, , , , ,1
1,99,7,8,99,7,4,I am paying attention,5, , , , ,2,2,1,1,2,1,1, , , , 
1,70,2, ,97,4,4,I am paying attention.,1, , ,3,4,2,2,2,4,2,1, ,1, , , 
1,92,6, ,65,6,4,I am paying attention,2,7,6, , ,2,2,1,1,2,1, , , ,1, 
1,95,7, ,97,4,4,I am paying attention.,4,4,4,7,7,2,2,1,1,2,1, , , , ,1
1,87,5,8,91,6,4,I am paying attention,1, , ,6,7,2,1,1,1,2,1,1, , , , 
1,90,6, ,90,6,4,I am paying attention.,2,7,6, , ,2,1,1,1,2,1, , ,1, , 
1,49,1, ,97,4,4,I am paying attention,4,3,5,1,1,2,2,1,1,2,1, , , ,1, 
1,99,7, ,99,7,4,I am paying attention,2,7,6, , ,2,2,3,2,2,1, , ,1, , 
1,90,5, ,97,6,4,I am paying attention.,4,2,1,7,6,2,1,1,2,2,1, , , , ,1
1,73,1,8,73,1,4,I am paying attention,5, , , , ,2,2,3,1,2,1,1, , , , 
1,97,6, ,97,7,4,I am paying attention.,4,6,4,7,4,2,1,3,2,2,1, , , ,1, 
1,99,7, ,97,7,4,I am paying attention.,1, , ,7,7,2,2,1,2,2,1, ,1, , , 
1,97,6, ,97,7,4,I am paying attention.,4,7,4,7,4,2,1,2,1,2,1, , , ,1, 
1,80,5,8,80,5,4,I am paying attention.,5, , , , ,2,1,3,2,2,1,1, , , , 
1,92,6, ,94,6,4,I am paying attention.,2,2,3, , ,2,2,1,2,2,1, , ,1, , 
1,91,3, ,97,6,4,I am paying attention.,1, , ,6,7,2,2,1,2,2,1, ,1, , , 
1,95,5, ,97,6,4,i am paying attention,1, , ,6,6,2,1,1,2,2,1, ,1, , , 
1,98,7, ,97,7,4,I am paying attention,4,1,1,7,7,2,1,1,1,2,1, , , ,1, 
1,97,6,8,97,6,4,I am paying attention.,5, , , , ,3,1,1,1,2,1,1, , , , 
1,75,5, ,97,7,4,I am paying attention,4,3,4,6,6,3,2,1,2,2,1, , , , ,1
1,75,3, ,71,3,4,I am paying attention,2,4,2, , ,2,2,1,2,2,1, , ,1, , 
1,75,5, ,97,7,4,I am paying attention,5, , , , ,3,2,3,2,2,1, , , , ,1
1,94,7,8,94,7,4,I am paying attention.,5, , , , ,2,1,3,2,2,1,1, , , , 
1,73,6, ,97,7,4,I am paying attention.,1, , ,7,4,3,1,2,2,2,1, ,1, , , 
1,93,6, ,97,5,4,I am paying attention.,4,5,4,5,4,3,1,3,1,2,1, , , ,1, 
1,90,3,8,90,3,4,I am paying attention.,5, , , , ,2,2,1,3,2,1,1, , , , 
1,92,5, ,97,6,4,I am paying attention.,1, , ,6,6,1,2,1,3,2,1, ,1, , , 
1,63,6, ,61,6,4,I am paying attention.,2,5,4, , ,2,2,3,2,2,1, , ,1, , 
1,90,6, ,97,3,4,I am paying attention.,4,3,2,6,6,2,2,2,2,2,1, , , ,1, 
1,98,6, ,97,7,4,I am paying attention,4,1,1,7,6,3,1,1,4,2,1, , , , ,1
1,89,6, ,89,6,4,I am paying attention.,2,1,2, , ,2,2,1,1,2,1, , ,1, , 
1,75,5, ,97,6,4,I am paying attention,4,2,2,6,5,2,1,1,1,2,1, , , , ,1
1,85,5,8,90,6,4,I am paying attention,5, , , , ,2,1,2,2,2,1,1, , , , 
1,90,5, ,97,7,4,I am paying attention,4,7,7,7,5,2,2,1,2,2,1, , , ,1, 
1,56,5, ,97,7,4,I am paying attention,1, , ,7,7,2,2,1,2,2,1, ,1, , , 
1,60,5, ,97,7,4,I am paying attention.,1, , ,5,5,2,2,1,2,2,1, ,1, , , 
1,94,5, ,95,5,4,I am paying attention,2,5,7, , ,2,2,3,2,2,1, , ,1, , 
1,70,5,8,72,5,4,I am paying attention.,5, , , , ,2,2,1,2,2,1,1, , , , 
1,98,6, ,97,5,4,I am paying attention,4,4,4,7,7,2,2,1,3,2,1, , , ,1, 
1,97,6, ,97,6,4,I am paying attention.,2,2,6, , ,2,2,2,2,2,1, , ,1, , 
1,100,7, ,90,6,4,I am paying attention,1, , ,7,7,2,1,1,1,2,1, ,1, , , 
1,95,5,8,90,4,4,I am paying attention,5, , , , ,2,1,3,2,2,1,1, , , , 
1,90,5, ,97,7,4,I am paying attention,4,2,2,7,6,1,1,1,2,2,1, , , , ,1
1,97,7, ,97,7,4,I am paying attention.,4,4,4,4,4,2,1,2,3,2,1, , , ,1, 
1,64,2, ,89,4,4,I am paying attention,1, , ,4,4,2,1,1,2,2,1, , , , ,1
1,91,6, ,97,6,4,I am paying attention,1, , ,6,6,2,1,1,2,2,1, ,1, , , 
1,99,6,8,99,6,4,I am paying attention.,5, , , , ,2,1,1,1,2,1,1, , , , 
1,92,5, ,91,5,4,I am paying attention.,2,2,3, , ,2,2,3,2,2,1, , ,1, , 
1,95,4, ,97,5,4,I am paying attention,1, , ,5,5,3,1,2,2,2,1, ,1, , , 
1,70,5, ,97,5,4,I am paying attention,4,3,4,6,4,2,1,1,1,2,1, , , ,1, 
1,90,5, ,97,7,4,I am paying attention,4,3,2,7,7,2,2,2,2,2,1, , , , ,1
1,70,5,8,70,5,4,I am paying attention,5, , , , ,2,1,1,2,2,1,1, , , , 
1,95,6, ,97,7,4,I am paying attention,4,7,1,7,7,2,1,1,2,2,1, , , , ,1
1,89,5, ,95,7,4,I am paying attention.,2,6,7, , ,4,2,1,2,2,1, , ,1, , 
1,80,4, ,97,6,4,I am paying attention,4,5,1,2,4,3,2, ,5,2,1, , , ,1, 
1,80,3, ,97,6,4,I am paying attention.,4,1,4,6,7,2,2,1,2,2,1, , , , ,1
1,70,5, ,85,6,4,I am paying attention,2,6,6, , ,3,1,1,3,2,1, , ,1, , 
1,90,6, ,97,6,4,I am paying attention,1, , ,6,6,2,1,1,1,2,1, ,1, , , 
1,75,1,8,75,1,4,I am paying attention.,5, , , , ,2,2,1,2,2,1,1, , , , 
1,76,1, ,97,3,4,I am paying attention.,1, , ,2,4,3,1,2,4,2,1, ,1, , , 
1,85,5, ,90,4,4,I am paying attention,4,4,3,5,5,4,2,2,3,2,1, , , ,1, 
1,88,7,8,77,6,4,I am paying attention,5, , , , ,2,1,1,3,2,1,1, , , , 
1,98,6, ,98,6,4,I am paying attention,2,1,1, , ,3,1,1,1,2,1, , ,1, , 
1,99,7, ,97,7,4,I am paying attention,4,1,1,7,7,3,2,3,5,2,1, , , , ,1
1,71,1, ,97,6,4,I am paying attention,4,6,6, ,6,2,1,1,2,2,1, , , ,1, 
1,97,7, ,97,7,4,I am paying attention,1, , ,7,6,2,1,3,2,2,1, ,1, , , 
1,64,5, ,30,5,4,I am paying attention.,4,3,2,3,3,4,1,2,2,2,1, , , , ,1
1,71,3, ,65,3,4,I am paying attention.,2,1,2, , ,2,1,3,2,2,1, , ,1, , 
1,0,7,8,0,7,4,I am paying attention.,5, , , , ,2,1,4,2,2,1,1, , , , 
1,57,4, ,90,5,4,I am paying attention,4,5,4,5,4,2,1,1,2,2,1, , , ,1, 
1,97,7, ,97,6,4,I am paying attention.,1, , ,7,7,2,2,1,1,2,1, ,1, , , 
1,100,4, ,100,4,4,I am paying attention.,2,1,1, , ,2,2,1,1,2,1, , ,1, , 
1,39,1, ,1,2,4,I am paying attention,2,4,4, , ,2,2,3,2,2,1, , , , ,1
1,95,6, ,97,7,4,I am paying attention.,4,5,5,7,7,2,1,1,4,2,1, , , ,1, 
1,25,6,8,20,6,4,I am paying attention,5, , , , ,2,2,1,2, ,1,1, , , , 
1,51,2,8,50,2,4,I am paying attention.,5, , , , ,3,2,1,1,2,1,1, , , , 
1,63,7, ,75,4,4,I am paying attention,1, , ,7,6,2,1,3,2,2,1, ,1, , , 
1,89,5, ,89,5,4,I am paying attention.,2,2,1, , ,2,1,3,2,2,1, , ,1, , 
1,51,6, , ,2,2, ,2,2, , , , , , , , , , , , ,1, 
1,54,5, , , , , , , , , , , , , , , , , , , , ,1
1,97,6, ,87,2,4,I am paying attention.,4, , , , , , , , , , , , , ,1, 
1,85,3, ,76,4,4,I am paying attention.,2,2,2, , ,2,1,1,2,2,1, , ,1, , 
1,68,1,8, , , , , , , , , , , , , , , ,1, , , , 
1,84,5, ,97,6,4,I am paying attention,1, , ,6,4, , , , , , , ,1, , , 
1,90,2, , , , , , , , , , , , , , , , , , , , ,1
1,90,6,8,91,6,4,I am paying attention, , , , , , , , , , , ,1, , , , 
1,95,6, , , , , , , , , , , , , , , , , , ,1, , 
1,84,5, , , , , , , , , , , , , , , , , , , ,1, 
1,97,7,8,97,7,4,I am paying attention, , , , , , , , , , , ,1, , , , 
1,83,5, , , , , , , , , , , , , , , , ,1, , , , 
1,74,3, ,91,3,4,I am paying attention.,3, , , , , , , , , , , ,1, , , 
1,30,2, , , , , , , , , , , , , , , , , , , ,1, 
1, , , , , , , , , , , , , , , , , , , , , , , 
1,98,6, , , , , , , , , , , , , , , , , , ,1, , 
1,65,4, , , , , , , , , , , , , , , , , , , ,1, 
1,96,5, ,91,6,4,I am paying attention,4, , , , , , , , , , , , , ,1, 
1, , , , , , , , , , , , , , , , , , , , , , , 
1,99,7, ,97,7, , , , , , , , , , , , , , , , , ,1
1, , , , , , , , , , , , , , , , , , , , , , , 
1, , , , , , , , , , , , , , , , , , , , , , , 
1,99,5,8,99,5, , , , , , , , , , , , , ,1, , , , 
1,55,3, , , , , , , , , , , , , , , , , , ,1, , 
1, , , , , , , , , , , , , , , , , , , , , , , 
1,86,4, ,97,6,4,I am paying attention.,4, , ,7,4, , , , , , , , , , ,1
1,98,6, , , , , , , , , , , , , , , , , , ,1, , 
